"baseline_design","n_processes","mean_length","beta_true","model","successful_replications","departure_logloss_mean","departure_logloss_sd","departure_brier_mean","departure_brier_sd","calibration_intercept_mean","calibration_slope_mean","full_logloss_mean","full_brier_mean"
"common",300,8,0.52,"Global alpha-beta model",300,0.656717686107915,0.0072505467067576,0.231943859302699,0.00347753484023639,0.349845811527597,0.37116668756415,1.54713259490309,0.757121280861595
"common",300,8,0.52,"Origin-specific homogeneous",300,0.657299526277818,0.00713679384685494,0.232218247021352,0.00344563849867901,0.605120143476381,-0.0737211988217328,1.54771443507299,0.757475171525665
"common",300,8,0.52,"Spline spell-age model",300,0.641066525875314,0.00739410511935594,0.22452361525552,0.00350673078431644,0.0308438405311507,0.928922819589741,1.53148143467049,0.747626072784498
"common",300,8,0.52,"Stage-Spell SPAOM",300,0.640579721538452,0.00724198838847576,0.224289271253847,0.00343522329252422,0.0165979488766929,0.954561532596433,1.53099463033362,0.747329421546884
"common",300,8,0.8,"Dual-clock model",300,0.633512821869089,0.0077627237101713,0.22092425153226,0.00363876141982105,0.00321040331847237,0.98152790930857,1.4643797892776,0.712265489159203
"common",300,8,0.8,"Global alpha-beta model",300,0.673776161691854,0.00609259241588596,0.240395574002757,0.00293224335216936,0.113813648471205,0.687791063120923,1.50464312910037,0.737144689444269
"common",300,8,0.8,"Origin-specific homogeneous",300,0.677722270452896,0.00599598737262797,0.242276150493155,0.0029178540033086,0.351517994460367,0.0784108176078551,1.50858923786141,0.739531818514177
"common",300,8,0.8,"Spline spell-age model",300,0.633833430336902,0.00778015227188513,0.221059982902816,0.00365025204651966,0.00604514340253587,0.974035994616652,1.46470039774541,0.712442347091602
"common",300,8,0.8,"Stage-Spell SPAOM",300,0.63332624850433,0.00774954132206918,0.220844744161971,0.00363555822508614,0.00161688391011097,0.985560854623545,1.46419321591284,0.712162522607198
"common",300,12,0,"Dual-clock model",300,0.618092758032337,0.00655310081021913,0.213359407756768,0.00307982756323317,0.796742769721343,0.019624599710328,1.58455637294165,0.77351920987176
"common",300,12,0,"Global alpha-beta model",300,0.61812661960803,0.00652785869541104,0.21337287353266,0.00306868077793055,0.80139441786808,0.0145539504751829,1.58459023451734,0.77353401200707
"common",300,12,0,"Origin-specific homogeneous",300,0.61782207380787,0.00647638415546247,0.213245863771377,0.00305176422905439,0.81167639511199,0.00227779831806296,1.58428568871718,0.773369924732196
"common",300,12,0,"Spline spell-age model",300,0.61833628404065,0.00656461335806367,0.213440683423673,0.00307666257421934,0.808924694303943,0.00434500499569129,1.58479989894996,0.773623872747148
"common",300,12,0,"Stage-Spell SPAOM",300,0.617856830965544,0.00649573849616249,0.213261066438418,0.00306014811435486,0.794471253507655,0.0233429627272355,1.58432044587485,0.773390567536655
"common",300,12,0.25,"Dual-clock model",300,0.633543828406357,0.00574896179067667,0.220839827647106,0.00273031386063494,0.117465819965912,0.8245252196599,1.56460616583515,0.764790791546998
"common",300,12,0.25,"Global alpha-beta model",300,0.637167941492831,0.00588898085411821,0.222483282098696,0.00281097182299631,0.628236030969101,0.0979069379396915,1.56823027892163,0.766884141035758
